Dinesh Salunkhe,276,6,3,1,33,26,16.5,24,137.5,0,0,5,0,7
Rob Quiney,192,7,7,0,103,51,14.71,102,100.98,0,1,12,3,7
Anustup Majumdar,204,4,4,0,87,31,21.75,76,114.47,0,0,7,2,7
Jason Holder,263,11,5,0,38,16,7.6,31,122.58,0,0,4,2,7
Sumit Narwal,264,7,4,1,37,23,12.33,27,137.03,0,0,6,0,7
DS Kulkarni,205,66,18,11,85,28,12.14,93,91.39,0,0,5,2,7
Aditya Dole,273,3,2,0,34,30,17.0,22,154.54,0,0,3,1,7
Eklavya Dwivedi,288,4,2,0,24,19,12.0,14,171.42,0,0,2,2,7
Carlos Brathwaite,208,8,6,0,83,34,13.83,38,218.42,0,0,6,8,7
I Malhotra,367,1,1,1,7,7,0.0,4,175.0,0,0,1,0,7
Abu Nechim,330,10,4,3,14,5,14.0,6,233.33,0,0,3,0,7
Brett Lee,176,38,19,9,124,25,12.4,97,127.83,0,0,8,8,7
Nitish Rana,190,4,3,0,104,70,34.66,75,138.66,0,1,7,8,7
Pinal Shah,199,16,10,2,92,29,11.5,91,101.09,0,0,9,2,7
Shaun Pollock,160,13,8,0,147,33,18.37,111,132.43,0,0,12,8,7
Daniel Harris,187,4,4,0,111,47,27.75,101,109.9,0,0,11,5,7
Andrew Flintoff,226,3,3,1,62,24,31.0,53,116.98,0,0,5,2,7
Ben Cutting,217,5,5,2,73,39,24.33,40,182.5,0,0,4,7,7
Mohit Sharma,227,61,15,7,61,21,7.62,52,117.3,0,0,4,3,7
Ishan Kishan,253,5,5,0,42,27,8.4,41,102.43,0,0,5,0,7
LPC Silva,256,3,3,1,40,23,20.0,26,153.84,0,0,5,1,7
Shahid Afridi,213,10,9,1,81,33,10.12,46,176.08,0,0,7,6,7
Manpreet Juneja,175,7,7,0,125,49,17.85,128,97.65,0,0,11,1,7
Ravi Rampaul,237,12,7,2,51,23,10.2,50,102.0,0,0,3,2,7
Ryan Harris,183,37,21,9,117,17,9.75,112,104.46,0,0,6,3,7
Sam Billings,203,5,4,0,88,54,22.0,64,137.5,0,1,4,4,7
Dale Steyn,150,90,35,13,166,19,7.54,158,105.06,0,0,14,3,7
Raiphi Gomez,238,13,9,4,50,26,10.0,51,98.03,0,0,5,1,7
Hashim Amla,154,6,6,0,157,96,26.16,119,131.93,0,1,20,4,7
Nathan McCullum,286,2,2,1,26,15,26.0,22,118.18,0,0,0,1,7
Rilee Rossouw,232,5,5,0,53,24,10.6,51,103.92,0,0,3,3,7
Richard Levi,209,6,6,0,83,50,13.83,73,113.69,0,1,10,4,7
Roelof van der Merwe,153,21,15,4,159,35,14.45,141,112.76,0,0,11,8,7
Zaheer Khan,186,89,29,16,113,23,8.69,128,88.28,0,0,11,2,7
Callum Ferguson,196,9,8,2,98,23,16.33,117,83.76,0,0,9,0,7
RS Sodhi,382,3,1,1,4,4,0.0,2,200.0,0,0,1,0,7
Ramesh Powar,221,27,10,7,67,28,22.33,64,104.68,0,0,6,1,7
Yogesh Takawale,191,5,5,0,104,45,20.8,91,114.28,0,0,17,1,7
Luke Wright,188,7,6,1,106,44,21.2,60,176.66,0,0,16,3,7
Kevon Cooper,184,25,14,5,116,32,12.88,68,170.58,0,0,9,8,7
Umesh Yadav,206,80,21,14,84,24,12.0,77,109.09,0,0,8,3,7
Ramnaresh Sarwan,219,4,4,0,73,31,18.25,75,97.33,0,0,6,1,7
Morne Morkel,173,70,23,12,126,23,11.45,90,140.0,0,0,11,5,7
Harmeet Singh Bansal,320,27,6,2,18,14,4.5,12,150.0,0,0,3,0,7
NK Patel,179,9,6,2,121,57,30.25,119,101.68,0,1,14,1,7
Lasith Malinga,211,98,23,7,81,17,5.06,96,84.37,0,0,6,4,7
Travis Birt,216,5,5,0,75,27,15.0,58,129.31,0,0,9,2,7
Martin Guptill,228,3,3,0,57,48,19.0,55,103.63,0,0,3,3,7
Jagadeesha Suchith,242,14,6,5,48,34,48.0,32,150.0,0,0,4,2,7
Nitin Saini,163,10,10,0,140,50,14.0,141,99.29,0,1,16,0,7
S Vidyut,162,9,8,0,145,54,18.12,109,133.02,0,1,21,3,7
CM Gautam,149,13,13,3,169,33,16.9,150,112.66,0,0,17,6,7
Pradeep Sahu,311,5,2,1,19,18,19.0,13,146.15,0,0,1,1,7
S Aravind,284,28,4,4,27,14,0.0,17,158.82,0,0,5,0,7
Siddharth Chitnis,194,11,8,1,99,38,14.14,89,111.23,0,0,10,2,7
Chaminda Vaas,212,13,11,3,81,20,10.12,73,110.95,0,0,2,3,7
Manpreet Gony,195,43,17,7,99,42,9.9,71,139.43,0,0,6,8,7
Paras Dogra,170,13,12,1,127,41,11.54,138,92.02,0,0,4,5,7
Mitchell Johnson,166,43,25,12,131,16,10.07,136,96.32,0,0,7,6,7
David Wiese,172,15,8,4,127,47,31.75,90,141.11,0,0,12,4,7
Daniel Vettori,180,34,17,9,121,29,15.12,113,107.07,0,0,11,2,7
Wayne Parnell,223,26,13,4,63,16,7.0,75,84.0,0,0,4,1,7
Sanath Jayasuriya,66,30,30,2,768,114,27.42,532,144.36,1,4,84,39,8
Kedar Jadhav,77,51,44,18,626,63,24.07,476,131.51,0,2,47,23,8
George Bailey,76,40,37,10,663,61,24.55,544,121.87,0,2,59,19,8
Manvinder Bisla,62,39,39,1,798,92,21.0,702,113.67,0,4,93,23,8
Mayank Agarwal,64,50,45,2,788,68,18.32,633,124.48,0,3,79,33,8
Quinton de Kock,69,26,26,1,726,108,29.04,549,132.24,1,5,90,21,8
Graeme Smith,67,29,29,3,739,91,28.42,668,110.62,0,4,94,9,8
STR Binny,73,72,51,19,688,48,21.5,528,130.3,0,0,53,26,8
Harbhajan Singh,65,125,77,30,783,64,16.65,545,143.66,0,1,76,40,8
Angelo Mathews,71,46,40,11,692,65,23.86,548,126.27,0,1,42,28,8
KL Rahul,70,39,30,6,725,68,30.2,577,125.64,0,4,61,24,8
Moises Henriques,72,45,39,11,692,74,24.71,553,125.13,0,2,59,23,8
Eoin Morgan,63,48,41,5,789,66,21.91,643,122.7,0,4,66,32,8
Tirumalasetti Suman,74,43,40,8,676,78,21.12,575,117.56,0,2,55,26,8
Jesse Ryder,78,29,29,1,604,86,21.57,458,131.87,0,4,69,19,8
Manan Vohra,68,34,32,2,728,67,24.26,562,129.53,0,2,72,26,8
Abhishek Nayar,75,60,50,12,672,45,17.68,577,116.46,0,0,55,20,8
Ryan ten Doeschate,106,29,22,8,326,70,23.28,235,138.72,0,1,26,15,9
Sarfaraz Khan,147,18,12,6,177,45,29.5,102,173.52,0,0,19,6,9
Abhishek Raut,140,22,16,7,194,36,21.55,167,116.16,0,0,13,7,9
Aditya Tare,108,32,25,4,321,59,15.28,250,128.4,0,1,37,11,9
Luke Pomersbach,111,17,16,5,302,79,27.45,246,122.76,0,1,25,13,9
Shane Warne,137,55,29,9,198,34,9.9,214,92.52,0,0,14,6,9
Simon Katich,128,11,11,1,241,75,24.1,186,129.56,0,2,26,8,9
Paul Collingwood,136,8,7,2,203,75,40.6,156,130.12,0,3,9,13,9
Stephen Fleming,139,10,10,1,196,45,21.77,164,119.51,0,0,27,3,9
Dan Christian,103,23,22,4,341,39,18.94,292,116.78,0,0,17,13,9
Ben Rohrer,141,8,8,2,193,64,32.16,140,137.85,0,1,21,5,9
Krunal Pandya,129,12,9,3,237,86,39.5,124,191.12,0,1,22,13,9
Jos Buttler,126,14,14,3,255,41,23.18,184,138.58,0,0,23,11,9
Ashish Reddy,121,31,24,9,280,36,18.66,193,145.07,0,0,16,15,9
P Kumar,104,113,57,20,336,34,9.08,306,109.8,0,0,23,17,9
Rajagopal Sathish,123,34,25,8,270,27,15.88,231,116.88,0,0,22,6,9
James Franklin,105,20,16,5,327,79,29.72,301,108.63,0,1,25,8,9
Hanuma Vihari,120,22,21,3,280,46,15.55,313,89.45,0,0,23,1,9
Yogesh Nagar,117,26,20,6,284,43,20.28,259,109.65,0,0,20,9,9
Faiz Fazal,143,12,11,1,183,45,18.3,173,105.78,0,0,22,1,9
Michael Lumb,122,12,12,0,278,83,23.16,194,143.29,0,1,45,6,9
Mitchell Marsh,132,20,14,2,225,38,18.75,196,114.79,0,0,9,14,9
Rishabh Pant,138,10,10,2,198,69,24.75,152,130.26,0,1,19,6,9
Vinay Kumar,110,102,45,17,304,26,10.85,271,112.17,0,0,20,9,9
Adam Voges,144,9,7,3,181,45,45.25,143,126.57,0,0,15,3,9
Rajat Bhatia,107,92,47,18,326,26,11.24,267,122.09,0,0,24,12,9
Unmukt Chand,112,21,20,0,300,58,15.0,300,100.0,0,1,32,9,9
Gurkeerat Mann Singh,102,28,24,3,342,51,16.28,272,125.73,0,1,36,9,9
Karn Sharma,124,46,27,13,267,39,19.07,230,116.08,0,0,13,12,9
Bharat Chipli,119,23,21,6,280,61,18.66,251,111.55,0,1,28,7,9
Darren Sammy,113,22,20,5,295,60,19.66,241,122.4,0,1,15,18,9
Amit Mishra,115,112,45,17,291,31,10.39,311,93.56,0,0,25,3,9
Ravichandran Ashwin,131,111,37,15,231,29,10.5,240,96.25,0,0,22,2,9
Salman Butt,142,7,7,0,193,73,27.57,161,119.87,0,1,30,2,9
VVS Laxman,118,20,20,2,282,52,15.66,267,105.61,0,1,33,5,9
Mohnish Mishra,130,18,17,1,237,41,14.81,208,113.94,0,0,24,8,9
Pawan Negi,135,29,19,7,209,36,17.41,161,129.81,0,0,16,9,9
Chris Morris,116,39,20,13,285,82,40.71,171,166.66,0,1,18,17,9
Debabrata Das,109,31,22,8,304,35,21.71,261,116.47,0,0,23,16,9
Ajit Agarkar,145,42,22,12,179,39,17.9,154,116.23,0,0,13,5,9
Shreevats Goswami,127,23,16,1,241,52,16.06,251,96.01,0,1,26,2,9
MF Maharoof,146,20,14,4,177,39,17.7,123,143.9,0,0,12,9,9
Abhishek Jhunjhunwala,134,21,16,3,217,53,16.69,210,103.33,0,1,19,5,9
Deepak Hooda,114,31,24,1,295,54,12.82,216,136.57,0,1,15,16,9
Mohammad Kaif,125,29,22,4,259,34,14.38,250,103.6,0,0,22,6,9
K Goel,133,22,17,2,218,38,14.53,231,94.37,0,0,17,9,9
